postal_code,locality,municipality_code,municipality_name,county_code,county_name
76121,Norrtälje,,,,"Stockholms län"
76122,Norrtälje,,,,"Stockholms län"
76123,Norrtälje,,,,"Stockholms län"
76124,Norrtälje,,,,"Stockholms län"
76128,Norrtälje,,,,"Stockholms län"
76129,Norrtälje,,,,"Stockholms län"
76130,Norrtälje,,,,"Stockholms län"
76131,Norrtälje,,,,"Stockholms län"
76132,Norrtälje,,,,"Stockholms län"
76133,Norrtälje,,,,"Stockholms län"
76134,Norrtälje,,,,"Stockholms län"
76140,Norrtälje,,,,"Stockholms län"
76141,Norrtälje,,,,"Stockholms län"
76142,Norrtälje,,,,"Stockholms län"
76143,Norrtälje,,,,"Stockholms län"
76144,Norrtälje,,,,"Stockholms län"
76145,Norrtälje,,,,"Stockholms län"
76146,Norrtälje,,,,"Stockholms län"
76149,Norrtälje,,,,"Stockholms län"
76150,Norrtälje,,,,"Stockholms län"
76151,Norrtälje,,,,"Stockholms län"
76152,Norrtälje,,,,"Stockholms län"
76153,Norrtälje,,,,"Stockholms län"
76154,Norrtälje,,,,"Stockholms län"
76160,Norrtälje,,,,"Stockholms län"
76161,Norrtälje,,,,"Stockholms län"
76162,Norrtälje,,,,"Stockholms län"
76163,Norrtälje,,,,"Stockholms län"
76164,Norrtälje,,,,"Stockholms län"
76165,Norrtälje,,,,"Stockholms län"
76171,Norrtälje,,,,"Stockholms län"
76172,Norrtälje,,,,"Stockholms län"
76173,Norrtälje,,,,"Stockholms län"
76174,Norrtälje,,,,"Stockholms län"
76175,Norrtälje,,,,"Stockholms län"
76176,Norrtälje,,,,"Stockholms län"
76180,Norrtälje,,,,"Stockholms län"
76184,Norrtälje,,,,"Stockholms län"
76188,Norrtälje,,,,"Stockholms län"
76191,Norrtälje,,,,"Stockholms län"
76192,Norrtälje,,,,"Stockholms län"
76193,Norrtälje,,,,"Stockholms län"
76194,Norrtälje,,,,"Stockholms län"
76196,Tjockö,,,,"Stockholms län"
76197,Norrtalje,,,,"Stockholms län"
76198,Norrtälje,,,,"Stockholms län"
76200,Rimbo,,,,"Stockholms län"
76221,Rimbo,,,,"Stockholms län"
76222,Rimbo,,,,"Stockholms län"
76223,Rimbo,,,,"Stockholms län"
76231,Rimbo,,,,"Stockholms län"
76241,Rimbo,,,,"Stockholms län"
76251,Rimbo,,,,"Stockholms län"
76261,Rimbo,,,,"Stockholms län"
76262,Rimbo,,,,"Stockholms län"
76271,Rimbo,,,,"Stockholms län"
76291,Rimbo,,,,"Stockholms län"
76292,Rimbo,,,,"Stockholms län"
76293,Rimbo,,,,"Stockholms län"
76294,Rimbo,,,,"Stockholms län"
76295,Rimbo,,,,"Stockholms län"
76300,Hallstavik,,,,"Stockholms län"
76321,Hallstavik,,,,"Stockholms län"
76322,Hallstavik,,,,"Stockholms län"
76323,Hallstavik,,,,"Stockholms län"
76330,Hallstavik,,,,"Stockholms län"
76334,Hallstavik,,,,"Stockholms län"
76335,Hallstavik,,,,"Stockholms län"
76340,Hallstavik,,,,"Stockholms län"
76341,Hallstavik,,,,"Stockholms län"
76342,Hallstavik,,,,"Stockholms län"
76343,Hallstavik,,,,"Stockholms län"
76371,Herräng,,,,"Stockholms län"
76381,Hallstavik,,,,"Stockholms län"
76382,Hallstavik,,,,"Stockholms län"
76390,Herräng,,,,"Stockholms län"
76391,Hallstavik,,,,"Stockholms län"
76392,Hallstavik,,,,"Stockholms län"
76393,Skebobruk,,,,"Stockholms län"
76394,Hallstavik,,,,"Stockholms län"
76421,Väddö,,,,"Stockholms län"
76430,Väddö,,,,"Stockholms län"
76431,Väddö,,,,"Stockholms län"
76453,Väddö,,,,"Stockholms län"
76454,Arholma,,,,"Stockholms län"
76456,Grisslehamn,,,,"Stockholms län"
76457,Grisslehamn,,,,"Stockholms län"
76491,Väddö,,,,"Stockholms län"
76492,Väddö,,,,"Stockholms län"
76493,Väddö,,,,"Stockholms län"
13794,Västerhaninge,,,,"Stockholms län"
14791,Grödinge,,,,"Stockholms län"
14800,Ösmo,,,,"Stockholms län"
14802,Sorunda,,,,"Stockholms län"
14821,Ösmo,,,,"Stockholms län"
14822,Ösmo,,,,"Stockholms län"
14830,Ösmo,,,,"Stockholms län"
14831,Ösmo,,,,"Stockholms län"
14832,Ösmo,,,,"Stockholms län"
14833,Ösmo,,,,"Stockholms län"
14834,Ösmo,,,,"Stockholms län"
14835,Ösmo,,,,"Stockholms län"
14860,"Stora Vika",,,,"Stockholms län"
14870,Sorunda,,,,"Stockholms län"
14871,Sorunda,,,,"Stockholms län"
14891,Ösmo,,,,"Stockholms län"
14892,Ösmo,,,,"Stockholms län"
14893,Landfjärden,,,,"Stockholms län"
14896,Sorunda,,,,"Stockholms län"
14897,Sorunda,,,,"Stockholms län"
14900,Nynäshamn,,,,"Stockholms län"
14902,Nynäshamn,,,,"Stockholms län"
14921,Nynäshamn,,,,"Stockholms län"
14922,Nynäshamn,,,,"Stockholms län"
14923,Nynäshamn,,,,"Stockholms län"
14925,Nynäshamn,,,,"Stockholms län"
14930,Nynäshamn,,,,"Stockholms län"
14931,Nynäshamn,,,,"Stockholms län"
14932,Nynäshamn,,,,"Stockholms län"
14933,Nynäshamn,,,,"Stockholms län"
14934,Nynäshamn,,,,"Stockholms län"
14935,Nynäshamn,,,,"Stockholms län"
14940,Nynäshamn,,,,"Stockholms län"
14941,Nynäshamn,,,,"Stockholms län"
14942,Nynäshamn,,,,"Stockholms län"
14943,Nynäshamn,,,,"Stockholms län"
14945,Nynäshamn,,,,"Stockholms län"
14950,Nynäshamn,,,,"Stockholms län"
14951,Nynäshamn,,,,"Stockholms län"
14980,Nynäshamn,,,,"Stockholms län"
14981,Nynäshamn,,,,"Stockholms län"
14982,Nynäshamn,,,,"Stockholms län"
14991,Nynäshamn,,,,"Stockholms län"
14992,Nynäshamn,,,,"Stockholms län"
14995,Nynäshamn,,,,"Stockholms län"
10101,Stockholm,,,,"Stockholms län"
10153,Stockholm,,,,"Stockholms län"
10154,Stockholm,,,,"Stockholms län"
10159,Stockholm,,,,"Stockholms län"
10215,Stockholm,,,,"Stockholms län"
10216,Stockholm,,,,"Stockholms län"
10218,Stockholm,,,,"Stockholms län"
10376,Stockholm,,,,"Stockholms län"
10379,Stockholm,,,,"Stockholms län"
10406,Stockholm,,,,"Stockholms län"
10547,Stockholm,,,,"Stockholms län"
10549,Stockholm,,,,"Stockholms län"
10550,Stockholm,,,,"Stockholms län"
10569,Stockholm,,,,"Stockholms län"
10573,Stockholm,,,,"Stockholms län"
10574,Stockholm,,,,"Stockholms län"
10629,Stockholm,,,,"Stockholms län"
10637,Stockholm,,,,"Stockholms län"
10643,Stockholm,,,,"Stockholms län"
10653,Stockholm,,,,"Stockholms län"
10663,Stockholm,,,,"Stockholms län"
10710,Stockholm,,,,"Stockholms län"
10760,Stockholm,,,,"Stockholms län"
10790,Stockholm,,,,"Stockholms län"
10900,Stockholm,,,,"Stockholms län"
10901,Stockholm,,,,"Stockholms län"
10902,Stockholm,,,,"Stockholms län"
10903,Stockholm,,,,"Stockholms län"
10904,Stockholm,,,,"Stockholms län"
10905,Stockholm,,,,"Stockholms län"
10906,Stockholm,,,,"Stockholms län"
10907,Stockholm,,,,"Stockholms län"
10908,Stockholm,,,,"Stockholms län"
10909,Stockholm,,,,"Stockholms län"
10910,Stockholm,,,,"Stockholms län"
10911,Stockholm,,,,"Stockholms län"
10912,Stockholm,,,,"Stockholms län"
10913,Stockholm,,,,"Stockholms län"
10914,Stockholm,,,,"Stockholms län"
10915,Stockholm,,,,"Stockholms län"
10916,Stockholm,,,,"Stockholms län"
10917,Stockholm,,,,"Stockholms län"
10918,Stockholm,,,,"Stockholms län"
10919,Stockholm,,,,"Stockholms län"
10920,Stockholm,,,,"Stockholms län"
10921,Stockholm,,,,"Stockholms län"
10922,Stockholm,,,,"Stockholms län"
10923,Stockholm,,,,"Stockholms län"
10924,Stockholm,,,,"Stockholms län"
10925,Stockholm,,,,"Stockholms län"
10926,Stockholm,,,,"Stockholms län"
10927,Stockholm,,,,"Stockholms län"
10928,Stockholm,,,,"Stockholms län"
10929,Stockholm,,,,"Stockholms län"
10930,Stockholm,,,,"Stockholms län"
10931,Stockholm,,,,"Stockholms län"
10932,Stockholm,,,,"Stockholms län"
10933,Stockholm,,,,"Stockholms län"
10934,Stockholm,,,,"Stockholms län"
10935,Stockholm,,,,"Stockholms län"
10936,Stockholm,,,,"Stockholms län"
10937,Stockholm,,,,"Stockholms län"
10938,Stockholm,,,,"Stockholms län"
10939,Stockholm,,,,"Stockholms län"
10940,Stockholm,,,,"Stockholms län"
10941,Stockholm,,,,"Stockholms län"
10942,Stockholm,,,,"Stockholms län"
10943,Stockholm,,,,"Stockholms län"
10944,Stockholm,,,,"Stockholms län"
10945,Stockholm,,,,"Stockholms län"
10946,Stockholm,,,,"Stockholms län"
10947,Stockholm,,,,"Stockholms län"
10948,Stockholm,,,,"Stockholms län"
10949,Stockholm,,,,"Stockholms län"
10950,Stockholm,,,,"Stockholms län"
10951,Stockholm,,,,"Stockholms län"
10952,Stockholm,,,,"Stockholms län"
10953,Stockholm,,,,"Stockholms län"
10954,Stockholm,,,,"Stockholms län"
10955,Stockholm,,,,"Stockholms län"
10956,Stockholm,,,,"Stockholms län"
10957,Stockholm,,,,"Stockholms län"
10958,Stockholm,,,,"Stockholms län"
10959,Stockholm,,,,"Stockholms län"
10960,Stockholm,,,,"Stockholms län"
10961,Stockholm,,,,"Stockholms län"
10962,Stockholm,,,,"Stockholms län"
10963,Stockholm,,,,"Stockholms län"
10964,Stockholm,,,,"Stockholms län"
10965,Stockholm,,,,"Stockholms län"
10966,Stockholm,,,,"Stockholms län"
10967,Stockholm,,,,"Stockholms län"
10968,Stockholm,,,,"Stockholms län"
10969,Stockholm,,,,"Stockholms län"
10970,Stockholm,,,,"Stockholms län"
10971,Stockholm,,,,"Stockholms län"
10972,Stockholm,,,,"Stockholms län"
10973,Stockholm,,,,"Stockholms län"
10974,Stockholm,,,,"Stockholms län"
10975,Stockholm,,,,"Stockholms län"
10976,Stockholm,,,,"Stockholms län"
10977,Stockholm,,,,"Stockholms län"
10978,Stockholm,,,,"Stockholms län"
10979,Stockholm,,,,"Stockholms län"
10980,Stockholm,,,,"Stockholms län"
10981,Stockholm,,,,"Stockholms län"
10982,Stockholm,,,,"Stockholms län"
10983,Stockholm,,,,"Stockholms län"
10984,Stockholm,,,,"Stockholms län"
10985,Stockholm,,,,"Stockholms län"
10986,Stockholm,,,,"Stockholms län"
10987,Stockholm,,,,"Stockholms län"
10988,Stockholm,,,,"Stockholms län"
10989,Stockholm,,,,"Stockholms län"
10990,Stockholm,,,,"Stockholms län"
10991,Stockholm,,,,"Stockholms län"
10992,Stockholm,,,,"Stockholms län"
10993,Stockholm,,,,"Stockholms län"
10994,Stockholm,,,,"Stockholms län"
10995,Stockholm,,,,"Stockholms län"
10996,Stockholm,,,,"Stockholms län"
10997,Stockholm,,,,"Stockholms län"
10998,Stockholm,,,,"Stockholms län"
10999,Stockholm,,,,"Stockholms län"
11000,Stockholm,,,,"Stockholms län"
11001,Stockholm,,,,"Stockholms län"
11002,Stockholm,,,,"Stockholms län"
11003,Stockholm,,,,"Stockholms län"
11004,Stockholm,,,,"Stockholms län"
11005,Stockholm,,,,"Stockholms län"
11006,Stockholm,,,,"Stockholms län"
11007,Stockholm,,,,"Stockholms län"
11008,Stockholm,,,,"Stockholms län"
11009,Stockholm,,,,"Stockholms län"
11010,Stockholm,,,,"Stockholms län"
11011,Stockholm,,,,"Stockholms län"
11012,Stockholm,,,,"Stockholms län"
11013,Stockholm,,,,"Stockholms län"
11015,Stockholm,,,,"Stockholms län"
11016,Stockholm,,,,"Stockholms län"
11017,Stockholm,,,,"Stockholms län"
11019,Stockholm,,,,"Stockholms län"
11020,Stockholm,,,,"Stockholms län"
11022,Stockholm,,,,"Stockholms län"
11023,Stockholm,,,,"Stockholms län"
11025,Stockholm,,,,"Stockholms län"
11026,Stockholm,,,,"Stockholms län"
11027,Stockholm,,,,"Stockholms län"
11029,Stockholm,,,,"Stockholms län"
11030,Stockholm,,,,"Stockholms län"
11034,Stockholm,,,,"Stockholms län"
11037,Stockholm,,,,"Stockholms län"
11039,Stockholm,,,,"Stockholms län"
11043,Stockholm,,,,"Stockholms län"
11045,Stockholm,,,,"Stockholms län"
11046,Stockholm,,,,"Stockholms län"
11049,Stockholm,,,,"Stockholms län"
11050,Stockholm,,,,"Stockholms län"
11051,Stockholm,,,,"Stockholms län"
11052,Stockholm,,,,"Stockholms län"
11053,Stockholm,,,,"Stockholms län"
11054,Stockholm,,,,"Stockholms län"
11055,Stockholm,,,,"Stockholms län"
11056,Stockholm,,,,"Stockholms län"
11057,Stockholm,,,,"Stockholms län"
11058,Stockholm,,,,"Stockholms län"
11059,Stockholm,,,,"Stockholms län"
11060,Stockholm,,,,"Stockholms län"
11069,Stockholm,,,,"Stockholms län"
11070,Stockholm,,,,"Stockholms län"
11075,Stockholm,,,,"Stockholms län"
11076,Stockholm,,,,"Stockholms län"
11077,Stockholm,,,,"Stockholms län"
11078,Stockholm,,,,"Stockholms län"
11079,Stockholm,,,,"Stockholms län"
11080,Stockholm,,,,"Stockholms län"
11081,Stockholm,,,,"Stockholms län"
11082,Stockholm,,,,"Stockholms län"
11083,Stockholm,,,,"Stockholms län"
11084,Stockholm,,,,"Stockholms län"
11085,Stockholm,,,,"Stockholms län"
11086,Stockholm,,,,"Stockholms län"
11087,Stockholm,,,,"Stockholms län"
11088,Stockholm,,,,"Stockholms län"
11089,Stockholm,,,,"Stockholms län"
11090,Stockholm,,,,"Stockholms län"
11091,Stockholm,,,,"Stockholms län"
11092,Stockholm,,,,"Stockholms län"
11093,Stockholm,,,,"Stockholms län"
11094,Stockholm,,,,"Stockholms län"
11095,Stockholm,,,,"Stockholms län"
11096,Stockholm,,,,"Stockholms län"
11097,Stockholm,,,,"Stockholms län"
11098,Stockholm,,,,"Stockholms län"
11099,Stockholm,,,,"Stockholms län"
11272,Stockholm,,,,"Stockholms län"
11279,Stockholm,,,,"Stockholms län"
11280,Stockholm,,,,"Stockholms län"
11378,Stockholm,,,,"Stockholms län"
11379,Stockholm,,,,"Stockholms län"
11402,Stockholm,,,,"Stockholms län"
11411,Stockholm,,,,"Stockholms län"
11473,Stockholm,,,,"Stockholms län"
11490,Stockholm,,,,"Stockholms län"
11551,Stockholm,,,,"Stockholms län"
11576,Stockholm,,,,"Stockholms län"
11596,Stockholm,,,,"Stockholms län"
11597,Stockholm,,,,"Stockholms län"
11681,Stockholm,,,,"Stockholms län"
11701,Stockholm,,,,"Stockholms län"
11754,Stockholm,,,,"Stockholms län"
11755,Stockholm,,,,"Stockholms län"
11756,Stockholm,,,,"Stockholms län"
11757,Stockholm,,,,"Stockholms län"
11758,Stockholm,,,,"Stockholms län"
11759,Stockholm,,,,"Stockholms län"
11780,Stockholm,,,,"Stockholms län"
11796,Stockholm,,,,"Stockholms län"
11881,Stockholm,,,,"Stockholms län"
12020,Stockholm,,,,"Stockholms län"
12061,Stockholm,,,,"Stockholms län"
12062,Stockholm,,,,"Stockholms län"
12063,Stockholm,,,,"Stockholms län"
12069,Stockholm,,,,"Stockholms län"
12070,Stockholm,,,,"Stockholms län"
12081,Stockholm,,,,"Stockholms län"
12119,Johanneshov,,,,"Stockholms län"
12120,Johanneshov,,,,"Stockholms län"
12220,Enskede,,,,"Stockholms län"
12320,Farsta,,,,"Stockholms län"
12387,Farsta,,,,"Stockholms län"
12420,Bandhagen,,,,"Stockholms län"
12520,Älvsjö,,,,"Stockholms län"
12545,Älvsjö,,,,"Stockholms län"
12619,Stockholm,,,,"Stockholms län"
12620,Stockholm,,,,"Stockholms län"
12681,Stockholm,,,,"Stockholms län"
12720,Skärholmen,,,,"Stockholms län"
12820,Skarpnäck,,,,"Stockholms län"
12920,Hägersten,,,,"Stockholms län"
13110,Stockholm,,,,"Stockholms län"
13120,Nacka,,,,"Stockholms län"
13156,Nacka,,,,"Stockholms län"
13159,Nacka,,,,"Stockholms län"
13162,Nacka,,,,"Stockholms län"
13172,Nacka,,,,"Stockholms län"
13173,Nacka,,,,"Stockholms län"
13185,Stockholm,,,,"Stockholms län"
13189,Stockholm,,,,"Stockholms län"
13192,Nacka,,,,"Stockholms län"
13193,Nacka,,,,"Stockholms län"
13203,Saltsjö-Boo,,,,"Stockholms län"
13205,Saltsjö-Boo,,,,"Stockholms län"
13285,Saltsjö-Boo,,,,"Stockholms län"
13320,Saltsjöbaden,,,,"Stockholms län"
13339,Saltsjöbaden,,,,"Stockholms län"
13420,Gustavsberg,,,,"Stockholms län"
13439,Gustavsberg,,,,"Stockholms län"
13520,Tyresö,,,,"Stockholms län"
13612,Haninge,,,,"Stockholms län"
13620,Haninge,,,,"Stockholms län"
13636,Handen,,,,"Stockholms län"
13637,Handen,,,,"Stockholms län"
13638,Handen,,,,"Stockholms län"
13720,Västerhaninge,,,,"Stockholms län"
13742,Västerhaninge,,,,"Stockholms län"
13820,Älta,,,,"Stockholms län"
13900,Värmdö,,,,"Stockholms län"
13920,Värmdö,,,,"Stockholms län"
13931,Värmdö,,,,"Stockholms län"
14120,Huddinge,,,,"Stockholms län"
14220,Skogås,,,,"Stockholms län"
14320,Vårby,,,,"Stockholms län"
14420,Rönninge,,,,"Stockholms län"
14452,Rönninge,,,,"Stockholms län"
14520,Norsborg,,,,"Stockholms län"
14620,Tullinge,,,,"Stockholms län"
14720,Tumba,,,,"Stockholms län"
14745,Tumba,,,,"Stockholms län"
14820,Ösmo,,,,"Stockholms län"
14920,Nynäshamn,,,,"Stockholms län"
15103,Södertälje,,,,"Stockholms län"
15105,Södertälje,,,,"Stockholms län"
15107,Södertälje,,,,"Stockholms län"
15113,Södertälje,,,,"Stockholms län"
15120,Södertälje,,,,"Stockholms län"
15156,Södertälje,,,,"Stockholms län"
15157,Södertälje,,,,"Stockholms län"
15167,Södertälje,,,,"Stockholms län"
15184,Södertälje,,,,"Stockholms län"
15220,Södertälje,,,,"Stockholms län"
15228,Södertälje,,,,"Stockholms län"
15259,Södertälje,,,,"Stockholms län"
15320,Järna,,,,"Stockholms län"
15326,Järna,,,,"Stockholms län"
15520,Nykvarn,,,,"Stockholms län"
15535,Nykvarn,,,,"Stockholms län"
15581,Nykvarn,,,,"Stockholms län"
16120,Bromma,,,,"Stockholms län"
16201,Vällingby,,,,"Stockholms län"
16213,Vällingby,,,,"Stockholms län"
16320,Spånga,,,,"Stockholms län"
16388,Spånga,,,,"Stockholms län"
16420,Kista,,,,"Stockholms län"
16423,Kista,,,,"Stockholms län"
16424,Kista,,,,"Stockholms län"
16429,Kista,,,,"Stockholms län"
16490,Stockholm,,,,"Stockholms län"
16495,Kista,,,,"Stockholms län"
16520,Hässelby,,,,"Stockholms län"
16720,Bromma,,,,"Stockholms län"
16758,Bromma,,,,"Stockholms län"
16820,Bromma,,,,"Stockholms län"
16920,Solna,,,,"Stockholms län"
16940,Solna,,,,"Stockholms län"
16974,Solna,,,,"Stockholms län"
16987,Stockholm,,,,"Stockholms län"
16989,Solna,,,,"Stockholms län"
17020,Solna,,,,"Stockholms län"
17084,Solna,,,,"Stockholms län"
17087,Stockholm,,,,"Stockholms län"
17108,Solna,,,,"Stockholms län"
17112,Solna,,,,"Stockholms län"
17120,Solna,,,,"Stockholms län"
17179,Solna,,,,"Stockholms län"
17183,Solna,,,,"Stockholms län"
17188,Solna,,,,"Stockholms län"
17193,Solna,,,,"Stockholms län"
17199,Solna,,,,"Stockholms län"
17205,Sundbyberg,,,,"Stockholms län"
17214,Sundbyberg,,,,"Stockholms län"
17215,Sundbyberg,,,,"Stockholms län"
17220,Sundbyberg,,,,"Stockholms län"
17307,Tomteboda,,,,"Stockholms län"
17308,Tomteboda,,,,"Stockholms län"
17311,Stockholm,,,,"Stockholms län"
17320,Tomteboda,,,,"Stockholms län"
17323,Tomteboda,,,,"Stockholms län"
17324,Tomteboda,,,,"Stockholms län"
17325,Tomteboda,,,,"Stockholms län"
17326,Tomteboda,,,,"Stockholms län"
17327,Tomteboda,,,,"Stockholms län"
17328,Tomteboda,,,,"Stockholms län"
17329,Tomteboda,,,,"Stockholms län"
17330,Solna,,,,"Stockholms län"
17331,Solna,,,,"Stockholms län"
17332,Stockholm,,,,"Stockholms län"
17333,Stockholm,,,,"Stockholms län"
17334,Stockholm,,,,"Stockholms län"
17335,Stockholm,,,,"Stockholms län"
17336,Stockholm,,,,"Stockholms län"
17337,Stockholm,,,,"Stockholms län"
17338,Stockholm,,,,"Stockholms län"
17339,Stockholm,,,,"Stockholms län"
17340,Stockholm,,,,"Stockholms län"
17341,Stockholm,,,,"Stockholms län"
17342,Stockholm,,,,"Stockholms län"
17343,Stockholm,,,,"Stockholms län"
17344,Stockholm,,,,"Stockholms län"
17345,Stockholm,,,,"Stockholms län"
17351,Stockholm,,,,"Stockholms län"
17360,Tomteboda,,,,"Stockholms län"
17365,Stockholm,,,,"Stockholms län"
17386,Stockholm,,,,"Stockholms län"
17420,Sundbyberg,,,,"Stockholms län"
17441,Sundbyberg,,,,"Stockholms län"
17461,Sundbyberg,,,,"Stockholms län"
17462,Sundbyberg,,,,"Stockholms län"
17463,Sundbyberg,,,,"Stockholms län"
17465,Sundbyberg,,,,"Stockholms län"
17466,Sundbyberg,,,,"Stockholms län"
17486,Sundbyberg,,,,"Stockholms län"
17487,Sundbyberg,,,,"Stockholms län"
17488,Sundbyberg,,,,"Stockholms län"
17520,Järfälla,,,,"Stockholms län"
17572,Järfälla,,,,"Stockholms län"
17700,Järfälla,,,,"Stockholms län"
17720,Järfälla,,,,"Stockholms län"
17746,Järfälla,,,,"Stockholms län"
17817,Ekerö,,,,"Stockholms län"
17820,Ekerö,,,,"Stockholms län"
18105,Lidingö,,,,"Stockholms län"
18120,Lidingö,,,,"Stockholms län"
18186,Lidingö,,,,"Stockholms län"
18187,Lidingö,,,,"Stockholms län"
18220,Danderyd,,,,"Stockholms län"
18310,Täby,,,,"Stockholms län"
18320,Täby,,,,"Stockholms län"
18368,Täby,,,,"Stockholms län"
18420,Åkersberga,,,,"Stockholms län"
18520,Vaxholm,,,,"Stockholms län"
18620,Vallentuna,,,,"Stockholms län"
18647,Vallentuna,,,,"Stockholms län"
18656,Vallentuna,,,,"Stockholms län"
18715,Täby,,,,"Stockholms län"
18720,Täby,,,,"Stockholms län"
18726,Täby,,,,"Stockholms län"
18727,Täby,,,,"Stockholms län"
18728,Täby,,,,"Stockholms län"
18729,Täby,,,,"Stockholms län"
18730,Täby,,,,"Stockholms län"
18731,Täby,,,,"Stockholms län"
18732,Täby,,,,"Stockholms län"
18733,Täby,,,,"Stockholms län"
18734,Täby,,,,"Stockholms län"
18735,Täby,,,,"Stockholms län"
18736,Täby,,,,"Stockholms län"
18737,Täby,,,,"Stockholms län"
18738,Täby,,,,"Stockholms län"
18740,Täby,,,,"Stockholms län"
18741,Täby,,,,"Stockholms län"
18742,Täby,,,,"Stockholms län"
18743,Täby,,,,"Stockholms län"
18744,Täby,,,,"Stockholms län"
18745,Täby,,,,"Stockholms län"
18746,Täby,,,,"Stockholms län"
18748,Täby,,,,"Stockholms län"
18750,Täby,,,,"Stockholms län"
18751,Täby,,,,"Stockholms län"
18752,Täby,,,,"Stockholms län"
18753,Täby,,,,"Stockholms län"
18754,Täby,,,,"Stockholms län"
18762,Täby,,,,"Stockholms län"
18763,Täby,,,,"Stockholms län"
18764,Täby,,,,"Stockholms län"
18765,Täby,,,,"Stockholms län"
18766,Täby,,,,"Stockholms län"
18767,Täby,,,,"Stockholms län"
18768,Täby,,,,"Stockholms län"
18769,Täby,,,,"Stockholms län"
18770,Täby,,,,"Stockholms län"
18772,Täby,,,,"Stockholms län"
18773,Täby,,,,"Stockholms län"
18774,Täby,,,,"Stockholms län"
18775,Täby,,,,"Stockholms län"
18776,Täby,,,,"Stockholms län"
18777,Täby,,,,"Stockholms län"
18780,Täby,,,,"Stockholms län"
19000,Rosersberg,,,,"Stockholms län"
19002,Rosersberg,,,,"Stockholms län"
19010,Rosersberg,,,,"Stockholms län"
19011,Rosersberg,,,,"Stockholms län"
19012,Rosersberg,,,,"Stockholms län"
19017,Rosersberg,,,,"Stockholms län"
19020,Rosersberg,,,,"Stockholms län"
19070,Rosersberg,,,,"Stockholms län"
19080,Rosersberg,,,,"Stockholms län"
19081,Rosersberg,,,,"Stockholms län"
19082,Rosersberg,,,,"Stockholms län"
19083,Rosersberg,,,,"Stockholms län"
19084,Rosersberg,,,,"Stockholms län"
19085,Rosersberg,,,,"Stockholms län"
19100,Sollentuna,,,,"Stockholms län"
19102,Sollentuna,,,,"Stockholms län"
19118,Sollentuna,,,,"Stockholms län"
19120,Sollentuna,,,,"Stockholms län"
19121,Sollentuna,,,,"Stockholms län"
19122,Sollentuna,,,,"Stockholms län"
19123,Sollentuna,,,,"Stockholms län"
19124,Sollentuna,,,,"Stockholms län"
19126,Sollentuna,,,,"Stockholms län"
19127,Sollentuna,,,,"Stockholms län"
19128,Sollentuna,,,,"Stockholms län"
19129,Sollentuna,,,,"Stockholms län"
19131,Sollentuna,,,,"Stockholms län"
19133,Sollentuna,,,,"Stockholms län"
19134,Sollentuna,,,,"Stockholms län"
19135,Sollentuna,,,,"Stockholms län"
19136,Sollentuna,,,,"Stockholms län"
19137,Sollentuna,,,,"Stockholms län"
19138,Sollentuna,,,,"Stockholms län"
19139,Sollentuna,,,,"Stockholms län"
19140,Sollentuna,,,,"Stockholms län"
19141,Sollentuna,,,,"Stockholms län"
19142,Sollentuna,,,,"Stockholms län"
19143,Sollentuna,,,,"Stockholms län"
19144,Sollentuna,,,,"Stockholms län"
19145,Sollentuna,,,,"Stockholms län"
19146,Sollentuna,,,,"Stockholms län"
19147,Sollentuna,,,,"Stockholms län"
19148,Sollentuna,,,,"Stockholms län"
19149,Sollentuna,,,,"Stockholms län"
19150,Sollentuna,,,,"Stockholms län"
19160,Sollentuna,,,,"Stockholms län"
19161,Sollentuna,,,,"Stockholms län"
19162,Sollentuna,,,,"Stockholms län"
19163,Sollentuna,,,,"Stockholms län"
19164,Sollentuna,,,,"Stockholms län"
19165,Sollentuna,,,,"Stockholms län"
19181,Sollentuna,,,,"Stockholms län"
19183,Sollentuna,,,,"Stockholms län"
19184,Sollentuna,,,,"Stockholms län"
19185,Sollentuna,,,,"Stockholms län"
19186,Sollentuna,,,,"Stockholms län"
19189,Sollentuna,,,,"Stockholms län"
19190,Sollentuna,,,,"Stockholms län"
19197,Sollentuna,,,,"Stockholms län"
19200,Sollentuna,,,,"Stockholms län"
19205,Sollentuna,,,,"Stockholms län"
19206,Sollentuna,,,,"Stockholms län"
19207,Sollentuna,,,,"Stockholms län"
19208,Sollentuna,,,,"Stockholms län"
19210,Sollentuna,,,,"Stockholms län"
19220,Sollentuna,,,,"Stockholms län"
19221,Sollentuna,,,,"Stockholms län"
19230,Sollentuna,,,,"Stockholms län"
19232,Sollentuna,,,,"Stockholms län"
19248,Sollentuna,,,,"Stockholms län"
19251,Sollentuna,,,,"Stockholms län"
19252,Sollentuna,,,,"Stockholms län"
19253,Sollentuna,,,,"Stockholms län"
19254,Sollentuna,,,,"Stockholms län"
19255,Sollentuna,,,,"Stockholms län"
19256,Sollentuna,,,,"Stockholms län"
19257,Sollentuna,,,,"Stockholms län"
19258,Sollentuna,,,,"Stockholms län"
19259,Sollentuna,,,,"Stockholms län"
19265,Sollentuna,,,,"Stockholms län"
19266,Sollentuna,,,,"Stockholms län"
19267,Sollentuna,,,,"Stockholms län"
19268,Sollentuna,,,,"Stockholms län"
19269,Sollentuna,,,,"Stockholms län"
19270,Sollentuna,,,,"Stockholms län"
19271,Sollentuna,,,,"Stockholms län"
